A,B,Segment,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler
fuck red malone man bitch ass niggah could you please use complete seences,1,1,0,0,0,0,15.38,0,15.38,0,7.69,7.69,0,0,0,0,30.77,0,0,0,0,0,0,0,0,30.77,23.08,7.69,7.69,7.69,0,0,0,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0
why the eggpla emoji doey he say she looked like scream lmao,2,1,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,16.67,8.33,0,8.33,0,0,0,0,0,8.33,25,8.33,0,0,0,0,8.33,16.67,0,0,8.33,8.33,8.33,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,8.33,8.33,0,0,8.33,0,0,16.67,16.67,0,0,0
hennessey venom gt thats one sexy bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0
him seh me pussy wetter then a shower cuainahmesehwetnessltlmao,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0
eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit,1,1,0,0,0,0,14.29,4.76,9.52,0,4.76,4.76,0,0,0,0,14.29,0,4.76,0,0,0,0,0,0,9.52,14.29,14.29,0,0,0,4.76,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,4.76,0,0,0,9.52,0,0,4.76,4.76,0,0,0
yo fuck seboarding all yall some wood pushing faggots man ball is life,1,1,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,15.38,23.08,0,0,0,0,0,0,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,0,0,0,0,0,0,7.69,0,7.69,7.69,0,0,0
baby monkey bathtime awwwwe this is soooo adorable,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,12.5
i ai shit damn skippy lol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0
u ever kill a a on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gtchance,1,1,3.7,0,0,3.7,14.81,3.7,11.11,3.7,0,3.7,3.7,0,3.7,0,14.81,0,3.7,0,0,0,0,0,0,11.11,11.11,3.7,0,0,3.7,0,0,7.41,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,3.7,3.7,0,3.7,0,0,0,0,0,0,3.7,3.7,0,0,3.7,0,0,0,3.7,3.7,0,0,7.41,7.41,0,0,0
rings mvps bitches lol,1,1,25,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0
ppl talk bad about the ghettohood but as a kid growing up a nigga had funnnnnnn,1,1,0,0,0,0,6.25,0,6.25,0,0,0,0,0,6.25,0,18.75,6.25,6.25,12.5,6.25,6.25,0,0,0,6.25,18.75,6.25,0,0,0,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0
the facts on tattoostattoo hes a pussy with not tattooing them nipples,1,1,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,0,0,0,16.67,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0
bitches be waing to act like niggas so bad that shit ai cuteeeee but niggas act like bitches,1,1,0,0,0,0,5.56,0,5.56,0,0,0,0,0,5.56,0,33.33,0,5.56,5.56,0,5.56,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get worshiping bitch woof woof,1,1,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
wow im lost are those buttcheek piercings yeah shes a hoe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,9.09,9.09,0,0,0,0,0,9.09,18.18,0,0,0,0,0,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,27.27,0,18.18,0,9.09,0,9.09
ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her,1,1,10.53,5.26,5.26,0,10.53,0,10.53,5.26,5.26,0,5.26,0,0,0,10.53,0,5.26,0,0,0,0,0,0,5.26,15.79,5.26,0,0,0,0,5.26,10.53,5.26,0,10.53,0,0,0,0,0,5.26,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,0,0,0,0,0,5.26,10.53,10.53,5.26,0,5.26,0,0
faggot read my tweets after dat k it was even funny lol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,0,8.33,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,33.33,33.33,8.33,0,0
this bitch was so ungrateful fr lulwhore,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
i been kidnapped yo bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0
alsarabsss hes a beaner smh you can tell hes a mexican,0,1,0,0,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,9.09,36.36,9.09,0,0,0,0,9.09,27.27,0,0,0,18.18,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,27.27,0,9.09,9.09,0,0,0
happy bihday nigs thanks yo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,20,20,0,0,0,0,0,20,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0
when ur teacher tells u that u have homework this bitch need to go,1,1,0,0,0,0,7.14,0,7.14,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,35.71,7.14,0,0,0,0,7.14,28.57,0,0,0,0,0,0,0,0,14.29,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,21.43,7.14,0,7.14,7.14,0,0,0,7.14,0,7.14,0,21.43,21.43,0,0,0
that nigga was eating that hoe lol hell yea lol john paul nigga said john paul,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,12.5,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,18.75,18.75,6.25,0,0
what would yall lil ugly bald headed bitches do if they stop making makeup amp weave,1,1,0,0,0,0,18.75,0,18.75,0,6.25,6.25,6.25,0,6.25,0,12.5,0,6.25,0,0,0,0,0,0,6.25,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,0,0,0,6.25,0,0,0,6.25,6.25,0,0,0
leafs better win this damn game so i can go riot and shit earlychristmas you better sta looting my nig,1,1,15,0,15,0,5,0,5,0,0,5,0,0,0,0,25,15,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,5,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0
going back to school sucks more dick than the hoes who attend it,1,1,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,23.08,0,7.69,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,15.38,0,0,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,7.69,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0
on my way to fuck yo bitch me as a year old,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,0,8.33,8.33,0,0,0
how come you never bring me food i do have a car retard,1,1,0,0,0,0,15.38,7.69,7.69,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,15.38,7.69,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,23.08,15.38,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0
if richnow does show up with hella tinder hoes im not his friend anymore chill i brought like like prople,1,1,0,0,0,0,10,0,10,0,0,0,5,0,10,0,10,0,0,0,0,0,0,0,0,10,15,5,0,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,5,5,5,0,0,5,5,10,0,5,5,0,0,0
how bout them cowboys shutup pussy,1,1,0,0,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,33.33,0,0,0,0,0,0,33.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmaooooooooooo this nigga ltbitch wa likes for some depressing shitfoh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,10,10,0,10,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
girl you know i was spitting that g shit to you amp you was going lbvsbitch plz,1,1,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,5.88,29.41,5.88,5.88,0,0,0,0,23.53,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,11.76,0,5.88,5.88,5.88,0,0,0
let me make a couple tweets off cuzzo page so i wo get in twitter jaillmao bitch do trick me again,1,1,0,0,0,0,4.76,0,4.76,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,9.52,9.52,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,9.52,4.76,0,0,4.76,0,0,0,4.76,0,0,0,4.76,4.76,0,0,0
harlem shake is just an excuse to go full retard for seconds,1,1,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,16.67,0,8.33,16.67,0,0,0,8.33,0,8.33,0,0,0,0,0,0
amen miley but she do need to act like a hoe just bc shes emotionally damaged foh,1,1,0,0,0,0,17.65,0,17.65,0,5.88,5.88,0,0,5.88,0,11.76,0,0,5.88,0,0,0,0,0,5.88,17.65,0,0,0,0,0,0,17.65,0,0,11.76,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0
having one loyal female is wayyyyy better than having hoes idc,1,1,18.18,9.09,9.09,0,9.09,0,9.09,0,0,0,0,0,9.09,0,27.27,18.18,0,0,0,0,0,0,0,9.09,27.27,9.09,9.09,0,0,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0
pussy licking pussy meow meow stopwhitepeople,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0
check out our th man cowboysnation even with all those faggot ny fans in the stands,1,1,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,18.75,0,0,0,0,0,0,18.75,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,25,6.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0
what happen to them vixen e bitches they got ran and threw to the side like a foothill bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,15.79,0,10.53,5.26,0,0,0,0,10.53,0,0,0,0,0,0,0
im the bitch okay nudes pat wow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,28.57,0,14.29,0,14.29
youre fucking gay blacklisted hoe holding out for tehgodclan anyway,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
the fuck be wrong with these bitches nobody knows,1,1,0,0,0,0,22.22,11.11,11.11,11.11,0,0,0,0,0,0,33.33,0,11.11,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0
yall shut upp make me bitch,1,1,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
i hate a im pregna type of bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0
got bitches in the dm but i do ever readem which is y your top,1,1,0,0,0,0,20,6.67,13.33,0,0,0,0,0,13.33,0,6.67,0,0,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,6.67,0,6.67,0,6.67,6.67,0,0,0
baseball season for the win yankees this is where the love staed,2,1,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,8.33,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0
little stupid as bitch i do fuck with yoooooouuuu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
she really asked me that dead ass serious tho all i could say was bitch wheet lol,1,1,0,0,0,0,23.53,5.88,17.65,0,0,5.88,0,5.88,5.88,0,17.65,0,0,0,0,0,0,0,0,17.65,17.65,11.76,0,0,0,0,11.76,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,23.53,23.53,0,0,0
im an early bird and im a night owl so im wise and have worms,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,13.33,0,20,0,0,0,0,0,0
overdosing on heavy drugs does sound bad tonight i do that pussy shit every day,2,1,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,20,0,6.67,6.67,0,6.67,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,0,0,0,6.67,6.67,13.33,0,6.67,0,0,0,0,0,0
pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0
aw fag do tweet aw to me lol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0
as long as the lakers trash from now on i could careless and thats real cc hahaha,2,1,0,0,0,0,11.76,0,11.76,0,0,5.88,0,5.88,0,0,11.76,5.88,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,0,0,5.88,0,0,0,5.88,0,11.76,0,11.76,11.76,0,0,0
i did say anything tho kiss me then faggot,1,1,11.11,11.11,0,0,22.22,0,22.22,0,0,0,11.11,0,11.11,0,22.22,11.11,0,0,0,0,0,0,0,11.11,22.22,22.22,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,11.11,0,0,0
this the i play soccer cheat on girls and wear khaki coloured cargos haircut yup,2,1,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,13.33,6.67,0,0,6.67,6.67,0,6.67,0,0,6.67,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,6.67,6.67,6.67,0,0
i could go for a fat ass bitch on my lap same,1,1,0,0,0,0,16.67,0,16.67,0,0,8.33,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0
missed calls das yo po bitch twitter finna be screamn freemoneymelle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,0,9.09,18.18,18.18,0,0,0
ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao,1,1,5,0,0,5,5,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,20,5,0,0,0,0,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,0,5,5,0,0,0,0,0,0,5,10,10,0,0,0
amo los pies fuck yeah,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
these hoes be thinking meat wo slap they ass ainna bruh,1,1,9.09,9.09,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,18.18,27.27,0,0,0,0,0,0,27.27,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0
yall bitches wit no edges be doing the most talking,1,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,20,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit,1,1,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,9.09,0,13.64,4.55,0,0,0,0,0,0,0,9.09,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,9.09,9.09,0,4.55,0,0,0,0,0,0,0,9.09,13.64,9.09,4.55,0,0
i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,1,1,4.35,4.35,0,0,4.35,0,4.35,0,0,4.35,0,0,0,0,17.39,0,0,0,0,0,0,0,0,17.39,13.04,0,0,0,0,0,0,13.04,4.35,0,8.7,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,8.7,0,0,0,4.35,4.35,0,0,0,0,0,0,13.04,13.04,0,4.35,8.7,0,0,0,0,4.35,0,4.35,4.35,4.35,0,0,0
